"job_work_from_home","job_posted_date","job_no_degree_mention","job_health_insurance","salary_year_avg","salary_hour_avg","search_location","salary_rate","job_title_short","job_title","job_location","job_via","job_schedule_type","job_country","company_id","count"
"","2023-08-24 23:51:47",1,"","","","Brazil","","Data Engineer","Data Engineer","São Paulo, State of São Paulo, Brazil","via Catho","Full-time","Brazil",358938,"2"
"","2023-05-02 00:17:54",1,"","","","Italy","","Data Engineer","Data engineer data cloud sql","Milan, Metropolitan City of Milan, Italy","via LavoraConNoi.com","Full-time","Italy",359243,"2"
"","2023-09-20 00:22:17",1,"","","","Kuwait","","Data Analyst","Data Analyst","Kuwait","via وظائف","Full-time","Kuwait",365790,"2"
"","2023-01-01 23:35:33","","","","","Canada","","Data Engineer","Data Engineer","Toronto, ON, Canada","via LinkedIn","Contractor","Canada",398575,"2"
"","2023-01-01 23:35:37",1,"","","","Canada","","Data Engineer","Azure Data Engineer","Toronto, ON, Canada","via LinkedIn","Contractor","Canada",398575,"2"
"","2023-04-12 23:34:09",1,"","","","Ecuador","","Business Analyst","Business intelligence analyst","Ecuador","via Sercanto","Full-time","Ecuador",407909,"2"
"","2023-12-05 08:19:56",1,"","","","Portugal","","Software Engineer","Full Stack Engineer","Lisbon, Portugal","via BeBee Portugal","Full-time","Portugal",428636,"2"
"","2023-10-25 10:13:32",1,"","","","India","","Data Engineer","Data Engineer","Pune, Maharashtra, India","via Indeed","Full-time","India",443326,"2"
1,"2023-04-18 10:46:51",1,"","","","Denmark","","Data Engineer","Data Engineer","Anywhere","via LinkedIn","Full-time","Denmark",446587,"2"
"","2023-10-11 10:11:18",1,"","","","India","","Data Engineer","Data Engineer Data Integration","Bengaluru, Karnataka, India","via Indeed","Full-time","India",452339,"3"
"","2023-02-28 13:46:40",1,"","","","Czechia","","Data Analyst","Data analyst, Rokycansko","Rokycany, Czechia","via Trabajo.org","Full-time","Czechia",503731,"2"
"","2023-08-28 19:35:58",1,"","","","Portugal","","Data Analyst","Data Analyst","Porto, Portugal","via Empregos Trabajo.org","Full-time","Portugal",510975,"2"
"","2023-10-07 14:41:14",1,"","","","Switzerland","","Software Engineer","Software Engineer Analytics Services","Diessbach bei Büren, Switzerland","via BeBee Schweiz","Full-time","Switzerland",540714,"2"
"","2023-08-05 14:50:49","","","","","Brazil","","Business Analyst","Cientista de Dados","Brazil","via Empregos Trabajo.org","Full-time","Brazil",551484,"2"
"","2023-12-19 12:16:55","","","","","Malaysia","","Data Analyst","Data Analyst","Malaysia","via BeBee Malaysia","Full-time","Malaysia",618740,"2"
"","2023-11-19 18:18:18","","","","","Austria","","Business Analyst","Market Analyst","Austria","via Jobs Trabajo.org","Full-time","Austria",708864,"2"
"","2023-09-28 18:49:15",1,"","","","India","","Data Engineer","Data Engineer","Coimbatore, Tamil Nadu, India","via Indeed","Temp work","India",720542,"2"
